"SOURCE MAPPING  —  Every source question mapped to its Impactree Indicator  |  Filter by Standard, Module, or Indicator ID",,,,,,
Impactree ID,Module,Indicator,Source Standard,Source Question ID,Source Question Text,Source Section / Module
IMP-M04-I01,Risk & Opportunity Management,Risk & Opportunity Identification Process,CDP,CDP-1.20,Which parts of the steel value chain does your organization operate in?,Module 1: Introduction ...............................................
IMP-M01-I06,General & Organizational Profile,Stakeholder Identification & Engagement,CDP,CDP-1.21,For which transport modes will you be providing data?,Module 1: Introduction ...............................................
IMP-M01-I06,General & Organizational Profile,Stakeholder Identification & Engagement,CDP,CDP-1.22,Provide details on the commodities that you produce and/or source.,Module 1: Introduction ...............................................
IMP-M13-I07,Supply Chain & Procurement,Supply Chain Transparency & Traceability,CDP,CDP-1.23,Which of the following agricultural commodities that your organization produces and/or sources are the,Module 1: Introduction ...............................................
IMP-M01-I07,General & Organizational Profile,Value Chain Mapping,CDP,CDP-1.24,Has your organization mapped its value chain?,Module 1: Introduction ...............................................
IMP-M12-I05,Plastics,Value Chain Plastics Mapping,CDP,CDP-1.24.1,"Have you mapped where in your direct operations or elsewhere in your value chain plastics are produced,",Module 1: Introduction ...............................................
IMP-M11-I01,Forests & Deforestation,Forest Commodity Sourcing,CDP,CDP-1.24.2,"Which commodities has your organization mapped in your upstream value chain (i.e., supply chain)?",Module 1: Introduction ...............................................
IMP-M01-I03,General & Organizational Profile,Operational Footprint,CDP,CDP-1.3,Provide an overview and introduction to your organization.,Module 1: Introduction ...............................................
IMP-M01-I04,General & Organizational Profile,Reporting Scope & Boundary,CDP,CDP-1.4,"State the end date of the year for which you are reporting data. For emissions data, indicate whether you will",Module 1: Introduction ...............................................
IMP-M20-I01,Economic Performance,Economic Value Generated & Distributed,CDP,CDP-1.4.1,What is your organization’s annual revenue for the reporting period?,Module 1: Introduction ...............................................
IMP-M01-I02,General & Organizational Profile,Business Activities & Products,CDP,CDP-1.5,Provide details on your reporting boundary.,Module 1: Introduction ...............................................
IMP-M01-I02,General & Organizational Profile,Business Activities & Products,CDP,CDP-1.6,"Does your organization have an ISIN code or another unique identifier (e.g., Ticker, CUSIP, etc.)?",Module 1: Introduction ...............................................
IMP-M01-I03,General & Organizational Profile,Operational Footprint,CDP,CDP-1.7,Select the countries/areas in which you operate.,Module 1: Introduction ...............................................
IMP-M01-I05,General & Organizational Profile,Subsidiaries & Joint Ventures,CDP,CDP-1.8,Are you able to provide geolocation data for your facilities?,Module 1: Introduction ...............................................
IMP-M01-I05,General & Organizational Profile,Subsidiaries & Joint Ventures,CDP,CDP-1.8.1,Please provide all available geolocation data for your facilities.,Module 1: Introduction ...............................................
IMP-M02-I07,Sustainability Management & Reporting,KPI Reporting Standards & Frameworks,CDP,CDP-1.9,What was the size of your organization based on total assets value at the end of the reporting period?,Module 1: Introduction ...............................................
IMP-M12-I01,Plastics,Plastic Use & Production,CDP,CDP-10.1,"Do you have plastics-related targets, and if so what type?",Module 10: Environmental Performance – Plastics .......................
IMP-M12-I02,Plastics,Plastic Packaging,CDP,CDP-10.2,Indicate whether your organization engages in the following activities.,Module 10: Environmental Performance – Plastics .......................
IMP-M12-I03,Plastics,Plastic Waste Generated & Managed,CDP,CDP-10.3,Provide the total weight of plastic polymers sold and indicate the raw material content.,Module 10: Environmental Performance – Plastics .......................
IMP-M12-I04,Plastics,Plastic Reduction Initiatives,CDP,CDP-10.4,"Provide the total weight of plastic durable goods and durable components produced, sold and/or used, and indicate the raw",Module 10: Environmental Performance – Plastics .......................
IMP-M12-I01,Plastics,Plastic Use & Production,CDP,CDP-10.5,Provide the total weight of plastic packaging sold and/or used and indicate the raw material content.,Module 10: Environmental Performance – Plastics .......................
IMP-M12-I01,Plastics,Plastic Use & Production,CDP,CDP-10.5.1,Indicate the circularity potential of the plastic packaging you sold and/or used.,Module 10: Environmental Performance – Plastics .......................
IMP-M12-I01,Plastics,Plastic Use & Production,CDP,CDP-10.6,"Provide the total weight of waste generated by the plastic you produce, commercialize, use and/or process and indicate the",Module 10: Environmental Performance – Plastics .......................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.1,"Within your reporting boundary, are there any geographical areas, business units or mining projects excluded from your",Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.1.1,Please report your exclusions and describe their potential for biodiversity-related risk.,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.10,"Are biodiversity issues integrated into any aspects of your long-term strategic business plan, and if so how?",Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.11,Have you specified any measurable and time-bound targets related to your commitments to reduce or avoid impacts on,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.11.1,"Provide details of your targets related to your commitments to reduce or avoid impacts on biodiversity, and progress",Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.12,Has your organization adopted avoidance and/or minimization as strategies to prevent or mitigate significant adverse,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.12.1,Provide relevant company-specific examples of your implementation of avoidance and minimization actions to manage,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.13,Have significant impacts on biodiversity been mitigated through restoration?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.13.1,Provide details on restoration actions you have in place in your sites.,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.14,Have significant residual impacts of your projects been compensated through biodiversity offsets?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.14.1,Provide details on the biodiversity offsets you have in place.,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.15,Is your organization implementing or supporting additional conservation actions?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.15.1,Provide details on the main ACAs you are implementing or supporting.,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.16,Do your mining projects have closure plans in place?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.16.1,Please provide details on mines with closure plans.,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.17,Can you disclose the area rehabilitated (in total and in the reporting year) for each of your mining projects?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.17.1,"Provide details on the area rehabilitated (total/reporting year) for each of your mining projects, including post-mining land",Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.18,Do you collaborate or engage in partnerships with non-governmental organizations to promote the implementation of your,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.18.1,Provide details on main collaborations and/or partnerships with non-governmental organizations that were active during,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.19,Do you engage with artisanal and small-scale miners operating within your mining project areas or in their area of influence?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.19.1,Describe your engagement approach to artisanal and small-scale mining (ASM) during the reporting year.,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I02,Biodiversity & Land Use,Operations in or near Sensitive Areas,CDP,CDP-11.2,What actions has your organization taken in the reporting year to progress your biodiversity-related commitments? .. 294,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.20,Do you engage with other stakeholders to further the implementation of your policies concerning biodiversity?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I01,Biodiversity & Land Use,Policies & Commitments on Biodiversity,CDP,CDP-11.20.1,Provide relevant examples of other biodiversity-related engagement activities that happened during the reporting year. 354,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I03,Biodiversity & Land Use,Biodiversity Impacts Assessment,CDP,CDP-11.3,Does your organization use biodiversity indicators to monitor performance across its activities?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I04,Biodiversity & Land Use,Biodiversity Mitigation & Restoration,CDP,CDP-11.4,Does your organization have activities located in or near to areas important for biodiversity in the reporting year?,Module 11: Environmental Performance – Biodiversity ...................
IMP-M10-I04,Biodiversity & Land Use,Biodiversity Mitigation & Restoration,CDP,CDP-11.4.1,Provide details of your organization’s activities in the reporting year located in or near to areas important for biodiversity.,Module 11: Environmental Performance – Biodiversity ...................
